City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,okhotsk,59.3833,143.3,281.85,55,100,7.9,RU,1727583923
363,susuman,62.7833,148.1667,272.97,95,100,1.9,RU,1727583924
364,eureka,40.8021,-124.1637,286.04,94,87,1.34,US,1727583722
365,hasaki,35.7333,140.8333,296.76,72,100,7.79,JP,1727583926
366,niederwiesa,50.8667,13.0167,278.85,91,13,0.45,DE,1727583927
367,kyzyl,51.7,94.45,277.05,42,61,1.42,RU,1727583928
368,iskateley,67.6803,53.1512,281.17,79,100,9.44,RU,1727583929
369,jayapura,-2.5333,140.7,306.81,68,37,2.49,ID,1727583931
370,kokuy,52.2037,117.5529,279.04,41,100,6.15,RU,1727583932
371,tazovsky,67.4667,78.7,281.3,84,99,6.91,RU,1727583933
372,anshun,26.25,105.9333,296.07,79,100,5.85,CN,1727583934
373,yanykurgan,43.915,67.2481,290.45,21,0,11.32,KZ,1727583935
374,san jose de jachal,-30.2406,-68.7469,292.19,24,1,0.28,AR,1727583936
375,el sauzal de rodriguez,31.9,-116.6833,290.6,65,18,2.22,MX,1727583938
376,hobyo,5.3505,48.5268,298.5,84,57,6.35,SO,1727583939
377,hilo,19.7297,-155.09,299.0,78,0,2.57,US,1727583940
378,maxixe,-23.8597,35.3472,295.49,87,69,4.67,MZ,1727583941
379,caleta de carquin,-11.0925,-77.6267,289.92,87,98,3.09,PE,1727583942
380,malindi,-3.2175,40.1191,297.91,79,47,3.76,KE,1727583943
381,shippensburg,40.0507,-77.5203,292.69,96,100,0.89,US,1727583944
382,muli,2.9167,73.5667,301.62,75,100,6.25,MV,1727583945
383,sena madureira,-9.0656,-68.6569,296.88,84,31,1.39,BR,1727583947
384,east aurora,42.7678,-78.6134,291.7,85,100,3.17,US,1727583948
385,nuuk,64.1835,-51.7216,280.49,81,100,12.86,GL,1727583893
386,timmins,48.4669,-81.3331,286.05,94,0,2.06,CA,1727583950
387,kapa'a,22.0752,-159.319,300.33,74,20,6.69,US,1727583951
388,severnoye,56.3491,78.3619,283.48,72,92,6.45,RU,1727583952
389,saudarkrokur,65.7461,-19.6394,275.9,92,100,0.42,IS,1727583954
390,morgan city,29.6994,-91.2068,297.15,88,0,2.06,US,1727583955
391,sainte-marie,-20.8968,55.5496,298.74,59,0,2.06,RE,1727583956
392,matsue,35.4722,133.0506,300.12,65,40,7.72,JP,1727583957
393,sisimiut,66.9395,-53.6735,280.24,86,100,5.92,GL,1727583959
394,chenzhou,25.8,113.0333,307.05,50,1,0.24,CN,1727583960
395,lata,40.1629,-8.3327,284.62,55,80,1.28,PT,1727583962
396,plettenberg bay,-34.0527,23.3716,284.26,73,100,8.82,ZA,1727583963
397,undurkhaan,47.3194,110.6556,274.46,92,98,8.95,MN,1727583964
398,kalmunai,7.4167,81.8167,302.93,70,95,5.29,LK,1727583965
399,deniliquin,-35.5333,144.9667,285.55,95,100,2.93,AU,1727583966
400,cole harbour,44.6724,-63.4751,285.21,93,2,0.45,CA,1727583967
401,brisas de zicatela,15.8369,-97.0419,297.64,96,100,1.5,MX,1727583968
402,den burg,53.0542,4.7972,283.14,93,7,1.54,NL,1727583970
403,viedma,-40.8135,-62.9967,291.36,32,99,7.31,AR,1727583971
404,kiruna,67.8557,20.2251,267.66,93,84,3.09,SE,1727583972
405,arvayheer,46.2639,102.775,273.49,60,99,4.51,MN,1727583973
406,nago,26.5881,127.9761,301.31,82,100,3.62,JP,1727583974
407,sretensk,52.2453,117.7093,278.92,42,100,5.27,RU,1727583975
408,kingston,17.997,-76.7936,301.68,79,40,1.54,JM,1727583976
409,mthatha,-31.5889,28.7844,287.46,72,4,2.57,ZA,1727583981
410,dunedin,-45.8742,170.5036,286.93,59,100,2.68,NZ,1727583982
411,mana,5.6592,-53.7767,299.32,87,49,4.33,GF,1727583983
412,gloucester point,37.254,-76.4969,295.13,89,0,0.0,US,1727583985
413,alofi,-19.0595,-169.9187,295.09,94,100,5.66,NU,1727583986
414,solnechnyy,50.7214,136.6319,292.31,47,100,3.91,RU,1727583987
415,zaozersk,69.4005,32.4476,276.8,85,93,1.81,RU,1727583988
416,am timan,11.0297,20.2827,295.46,96,100,2.08,TD,1727583989
417,cobija,-11.0267,-68.7692,297.33,62,10,0.64,BO,1727583990
418,bronkhorstspruit,-25.8102,28.7425,289.59,64,8,2.95,ZA,1727583991
419,paragominas,-2.9667,-47.4833,296.26,82,70,1.24,BR,1727583993
420,lyasny,54.0072,27.6963,283.8,79,100,2.79,BY,1727583994
421,inirida,3.8653,-67.9239,296.21,99,100,1.3,CO,1727583995
422,palikir - national government center,6.9248,158.1611,298.62,89,100,4.12,FM,1727583996
423,eastham,41.8301,-69.9739,288.19,91,6,4.26,US,1727583997
424,alo,6.5486,4.2686,297.18,92,96,2.27,NG,1727583998
425,alur,12.9833,75.9833,298.5,70,78,3.44,IN,1727583999
426,as saff,29.5647,31.2811,295.46,69,0,3.69,EG,1727584001
427,umm kaddadah,13.6017,26.6876,303.25,26,85,4.12,SD,1727584002
428,vadso,70.0744,29.7487,277.24,75,100,2.57,NO,1727584003
429,kalevala,65.2,31.1667,275.34,86,32,3.28,RU,1727584004
430,lompoc,34.6391,-120.4579,288.71,95,100,3.09,US,1727584005
431,tharangambadi,11.0319,79.8528,304.08,63,42,4.07,IN,1727584006
432,luanda,-8.8368,13.2343,296.15,83,75,1.54,AO,1727584007
433,pacific grove,36.6177,-121.9166,288.35,95,100,2.57,US,1727584009
434,ocher,57.8904,54.7202,288.09,33,100,7.14,RU,1727584011
435,celendin,-6.8703,-78.1517,284.98,89,72,0.77,PE,1727584012
436,reuleuet,5.2167,96.2833,302.54,69,93,2.46,ID,1727584013
437,kuta,-8.7233,115.1723,304.12,74,40,6.69,ID,1727584014
438,cuiaba,-15.5961,-56.0967,301.11,65,91,1.03,BR,1727584017
439,ban houakhoua,20.2453,100.4547,303.44,70,82,1.73,LA,1727584018
440,playa vicente,17.8333,-95.8167,296.56,99,100,2.93,MX,1727584019
441,santa marta de ortigueira,43.6833,-7.85,290.43,51,99,3.75,ES,1727584020
442,pisco,-13.7,-76.2167,289.18,88,89,4.12,PE,1727584021
443,uliastay,47.7417,96.8444,273.05,44,73,1.79,MN,1727584022
444,yei,4.095,30.6779,292.22,98,100,2.09,SS,1727584024
445,taulaga,-11.0553,-171.0883,301.38,74,45,5.64,AS,1727584025
446,kidal,18.4411,1.4078,301.6,53,53,2.88,ML,1727584027
447,norden,53.6,7.2,283.69,66,80,5.15,DE,1727584028
448,tura,25.5198,90.2201,299.86,93,100,1.45,IN,1727584029
449,morehead,37.2711,-87.1764,291.01,99,100,0.0,US,1727584030
450,taksimo,56.3444,114.8794,280.79,33,7,0.91,RU,1727584032
451,ketchikan,55.3422,-131.6461,281.14,93,0,0.0,US,1727584033
452,kurumkan,54.3,110.3,281.65,36,20,1.44,RU,1727584034
453,prachuap khiri khan,12.2167,99.75,307.9,42,100,2.33,TH,1727583792
454,harstad,68.799,16.5293,277.68,96,99,10.28,NO,1727584036
455,shibirghan,36.6676,65.7529,294.42,15,73,5.41,AF,1727584037
456,vila do maio,15.1333,-23.2167,300.44,88,100,5.16,CV,1727584038
457,chibougamau,49.9168,-74.3659,283.94,93,0,2.06,CA,1727584040
458,kone,-21.0595,164.8658,300.38,53,62,1.44,NC,1727584041
459,narrabri,-30.3167,149.7833,300.11,50,65,0.89,AU,1727584042
460,ugoofaaru,5.6667,73.0,301.65,78,99,6.31,MV,1727584043
461,nguigmi,14.2495,13.1092,302.47,47,26,3.06,NE,1727584044
462,mpulungu,-8.7623,31.1141,296.42,43,20,2.52,ZM,1727584045
463,kiffa,16.6166,-11.4045,304.9,49,98,2.75,MR,1727584046
464,pattoki,31.0167,73.85,304.65,54,0,3.12,PK,1727584048
465,butembo,0.15,29.2833,287.79,98,100,1.2,CD,1727584049
466,huron,41.1501,-82.5499,291.99,97,100,1.94,US,1727584050
467,katsuren-haebaru,26.3369,127.8719,302.16,77,40,4.12,JP,1727584053
468,ghadamis,30.1337,9.5007,302.09,31,0,7.28,LY,1727584054
469,filadelfia,39.9523,-75.1638,291.63,96,100,5.66,US,1727583893
470,carlsbad,33.1581,-117.3506,290.93,90,100,2.24,US,1727584050
471,leua,48.2156,18.6071,283.54,73,73,4.57,SK,1727584057
472,pontianak,-0.0333,109.3333,302.14,74,40,2.06,ID,1727584058
473,ust'-kalmanka,52.1207,83.305,280.38,44,16,0.55,RU,1727584060
474,nadym,65.5333,72.5167,282.76,78,100,7.48,RU,1727584061
475,rabupura,28.25,77.6,300.06,81,90,1.35,IN,1727584063
476,ephraim,39.3597,-111.5863,292.27,26,5,3.08,US,1727584038
477,klaksvik,62.2266,-6.589,280.28,72,97,8.29,FO,1727584065
478,nishinoomote,30.7333,131.0,297.46,100,75,5.14,JP,1727584066
479,riosucio,5.4216,-75.7032,288.36,100,100,1.37,CO,1727584068
480,naberera,-4.2,36.9333,287.79,85,77,3.14,TZ,1727584069
481,kargasok,59.0556,80.8572,283.29,76,100,6.89,RU,1727584070
482,iquique,-20.2208,-70.1431,288.79,70,41,0.94,CL,1727584071
483,boda,4.3189,17.4695,294.09,95,100,1.66,CF,1727584072
484,murray bridge,-35.1167,139.2667,292.37,32,10,6.95,AU,1727584073
485,torghay,49.6339,63.4981,290.44,36,4,2.53,KZ,1727584074
486,anori,-3.7728,-61.6442,296.69,96,100,1.47,BR,1727584076
487,saint-pierre,-21.3393,55.4781,297.97,50,0,2.57,RE,1727584077
488,luena,-11.7833,19.9167,290.83,47,8,2.2,AO,1727584078
489,pyay,18.8167,95.2167,303.68,73,94,2.01,MM,1727584079
490,la passe,45.5549,-0.8967,284.3,69,99,4.71,FR,1727584080
491,alpine,32.835,-116.7664,290.87,72,0,3.09,US,1727584081
492,laojunmiao,39.8333,97.7333,277.61,50,88,4.09,CN,1727584082
493,yuxi,24.355,102.5422,298.09,68,100,3.11,CN,1727584084
494,mar del plata,-38.0023,-57.5575,286.45,68,19,0.89,AR,1727584085
495,vila franca do campo,37.7167,-25.4333,296.38,93,92,4.66,PT,1727584086
496,hadibu,12.65,54.0333,299.33,82,41,5.66,YE,1727584087
497,berdigestyakh,62.0989,126.6992,276.37,76,100,4.65,RU,1727584088
498,haldwani,29.2167,79.5167,300.88,78,31,1.58,IN,1727584089
499,bom jesus,-9.0744,-44.3586,297.27,41,12,0.25,BR,1727584091
500,abbeville,50.1,1.8333,279.42,80,100,3.13,FR,1727584092
501,priozersk,61.0393,30.1291,282.09,100,99,4.93,RU,1727584093
502,bayevo,53.2833,80.7667,281.76,40,26,4.31,RU,1727584094
503,puerto baquerizo moreno,-0.9,-89.6,293.33,91,83,5.13,EC,1727584095
504,lakota,5.8528,-5.6883,294.6,100,91,0.87,CI,1727584096
505,tianpeng,30.9866,103.9393,294.42,94,100,6.45,CN,1727584097
506,kyaikkami,16.08,97.5675,301.97,79,72,3.6,MM,1727584099
507,gevas,38.2968,43.1083,283.93,64,0,0.72,TR,1727584100
508,arteche,12.2645,125.4048,305.3,58,100,3.43,PH,1727584101
509,tailai,46.3833,123.4,296.44,54,94,8.96,CN,1727584102
510,puerto leguizamo,-0.1934,-74.7819,295.21,99,100,1.25,CO,1727584103
511,kattivakkam,13.2167,80.3167,306.54,80,15,3.72,IN,1727584104
512,la sarre,48.8002,-79.1996,287.1,93,0,1.96,CA,1727584106
513,kibaya,-5.3,36.5667,287.41,84,56,1.55,TZ,1727584107
514,galliano,29.4422,-90.2992,296.15,83,0,2.06,US,1727584108
515,mumford,5.2618,-0.759,297.4,91,100,2.93,GH,1727584109
516,kampene,-3.6,26.6667,293.37,96,100,1.12,CD,1727584110
517,wuhu,31.3366,118.3755,303.59,52,19,7.7,CN,1727584111
518,itaituba,-4.2761,-55.9836,296.59,96,98,1.89,BR,1727584113
519,holualoa,19.6228,-155.9522,296.39,88,28,0.45,US,1727584114
520,forster,-32.1667,152.5167,293.92,88,63,3.67,AU,1727584115
521,colonia,50.9333,6.95,280.35,90,21,1.56,DE,1727584116
522,coquimbo,-29.9533,-71.3436,286.0,78,100,2.06,CL,1727584117
523,saiha,22.4833,92.9667,303.81,59,43,1.24,IN,1727584118
524,tabriz,38.08,46.2919,283.85,32,0,6.17,IR,1727584119
525,rawlins,41.7911,-107.2387,288.35,26,0,1.54,US,1727584121
526,aripuana,-9.1667,-60.6333,298.47,64,23,0.38,BR,1727584123
527,tucuma,-0.1833,-50.05,299.7,81,28,4.13,BR,1727584124
528,boa viagem,-5.1275,-39.7322,295.79,86,65,2.63,BR,1727584125
529,mancio lima,-7.6142,-72.8958,294.69,99,66,0.6,BR,1727584126
530,visby,57.6409,18.296,283.27,76,20,5.66,SE,1727584128
531,caleta olivia,-46.4393,-67.5281,281.48,71,94,0.92,AR,1727584129
532,timbuktu,16.7735,-3.0074,305.02,43,68,4.81,ML,1727584130
533,ad dawadimi,24.5077,44.3924,298.79,21,1,5.4,SA,1727584131
534,at-bashi,41.1702,75.8106,284.08,38,22,0.29,KG,1727584132
535,fortaleza,-3.7227,-38.5247,299.38,78,75,7.2,BR,1727584133
536,kayangel,8.0823,134.7173,302.49,72,3,4.58,PW,1727584135
537,menaka,15.9182,2.4022,302.51,57,89,3.51,ML,1727584136
538,medina,24.4686,39.6142,303.39,15,0,3.6,SA,1727584137
539,porto san giorgio,43.1827,13.7934,288.1,83,21,4.98,IT,1727584138
540,lanzhou,36.0564,103.7922,280.06,80,100,4.51,CN,1727584139
541,botro,7.8525,-5.3106,294.96,99,100,1.6,CI,1727584140
542,salamanca,40.8333,-6.0,284.14,40,93,1.98,ES,1727584141
543,tuy hoa,13.0833,109.3,307.5,53,59,1.6,VN,1727584143
544,leava,-14.3,-178.1667,299.62,81,43,8.94,WF,1727584145
545,kotlas,61.2611,46.6556,286.03,88,100,4.18,RU,1727584146
546,bonito,-21.1211,-56.4819,295.51,43,0,0.8,BR,1727584147
547,alice springs,-23.7,133.8833,290.9,77,100,8.23,AU,1727584148
548,barceloneta,18.4505,-66.5385,298.73,97,92,2.05,PR,1727584150
549,nobres,-14.7203,-56.3275,301.38,44,18,0.63,BR,1727584151
550,kudahuvadhoo,2.6708,72.8944,301.82,75,100,6.08,MV,1727584153
551,grahamstown,-33.3042,26.5328,282.12,88,96,7.45,ZA,1727584154
552,williston,48.147,-103.618,293.17,42,0,7.93,US,1727584155
553,smithers,54.7804,-127.1743,277.33,87,40,1.03,CA,1727584157
554,heunghae,36.1125,129.3522,296.51,60,100,6.16,KR,1727584158
555,la ronge,55.1001,-105.2842,282.29,61,75,0.0,CA,1727584159
556,raholt,60.2667,11.1833,272.52,88,5,1.05,NO,1727584161
557,konosha,60.9736,40.257,283.77,92,100,3.98,RU,1727584162
558,north bay,46.3168,-79.4663,289.16,88,0,3.09,CA,1727584163
559,khunti,23.0833,85.2833,300.21,76,94,4.15,IN,1727584164
560,kirakira,-10.4544,161.9205,301.84,73,100,3.77,SB,1727584166
561,chernyshkovskiy,48.4219,42.2308,283.97,46,26,5.19,RU,1727584167
562,yaren,-0.5472,166.916,301.62,69,97,4.32,NR,1727584168
563,slantsy,59.1182,28.0914,280.97,91,47,2.69,RU,1727584169
564,melekeok village,7.4957,134.6367,304.46,70,75,4.12,PW,1727584170
565,grand baie,-20.0182,57.5802,297.84,84,55,2.24,MU,1727584171
566,sain alto,23.5833,-103.25,290.13,65,100,1.72,MX,1727584173
567,mount isa,-20.7333,139.5,308.02,7,0,3.6,AU,1727584174
568,acaponeta,22.4964,-105.3594,297.54,82,99,1.31,MX,1727584175
